2 1304 369
10908 6219 9144 99180 4744
hub : 385954, -4136, -10474, 34.43, 168600, 5
hub : 520718, -8311, -21046, 36.19, 219600, 5
hub : 265584, -19824, -14422, 39.49, 151800, 4
hub : 250569, -23676, -3244, 63.03, 255300, 2
hub : 288356, -35504, -3768, 63.14, 191700, 5
hub : 348923, -46940, 924, 54.34, 252300, 2
hub : 379164, -53581, -10501, 33.88, 153300, 4
hub : 493461, -64056, -4473, 47.74, 189600, 5
hub : 620344, -71977, -14694, 62.81, 228900, 5
hub : 497753, -83134, -8274, 48.07, 223500, 5
hub : 898545, -87297, -18817, 58.08, 245100, 4
hub : 424327, -78662, -25570, 61.82, 187200, 5
hub : 961969, -79869, -38527, 64.46, 231900, 5
hub : 616821, -91689, -39050, 61.93, 216300, 5
hub : 497918, -89639, -49695, 52.36, 275100, 5
hub : 813053, -80780, -56623, 62.37, 200400, 5
hub : 446237, -69134, -57760, 42.24, 232200, 3
hub : 102755, -62989, -69755, 65.89, 186600, 2
hub : 614389, -72916, -73127, 53.9, 276900, 4
hub : 869568, -78024, -81915, 48.29, 198900, 2
hub : 938437, -79129, -93771, 56.32, 299400, 4
hub : 852708, -84095, -106346, 46.86, 159900, 5
hub : 191814, -88969, -118690, 40.04, 204600, 2
hub : 265399, -100165, -115963, 34.76, 198600, 4
hub : 362419, -97597, -129293, 63.25, 264600, 3
hub : 960258, -109036, -122712, 57.86, 182100, 3
hub : 262431, -120289, -128539, 52.25, 180900, 3
hub : 732512, -123968, -117863, 49.17, 237600, 2
hub : 826375, -122827, -106687, 49.94, 266100, 3
hub : 775573, -126123, -97121, 35.86, 223500, 3
hub : 859274, -114761, -89018, 33.55, 242400, 3
hub : 768646, -119162, -76245, 65.34, 276600, 4
hub : 707000, -106086, -73786, 36.63, 172800, 3
hub : 979430, -103973, -84758, 61.6, 242700, 2
hub : 796441, -98156, -96112, 59.07, 252600, 5
hub : 994398, -105786, -103380, 58.19, 160200, 2
hub : 103590, -111053, -112441, 44.22, 151800, 3
hub : 216765, -115569, -99336, 55.55, 291900, 5
hub : 443439, -20003, -27102, 50.93, 263100, 2
hub : 408496, -15695, -39253, 39.38, 159600, 4
hub : 336752, -26365, -43089, 42.13, 173100, 2
hub : 915455, -32536, -51052, 38.61, 273600, 5
hub : 167183, -44833, -57421, 52.25, 263100, 2
hub : 692153, -55399, -57889, 51.7, 283200, 2
hub : 217142, -50501, -45799, 47.08, 231900, 4
hub : 982542, -41085, -39085, 44.33, 210900, 4
hub : 620066, -53188, -36137, 36.63, 246300, 3
hub : 548907, -63727, -38215, 54.23, 192600, 4
hub : 165461, -64681, -48458, 65.56, 254400, 2
hub : 825901, -74803, -47560, 49.06, 281100, 2
hub : 264818, -3992, -33228, 46.2, 183300, 3
hub : 587730, 5887, -23650, 47.52, 199500, 4
hub : 255029, 10749, -11011, 35.31, 175500, 5
hub : 405544, 3135, -629, 54.12, 159900, 3
hub : 541897, 3992, 9540, 57.2, 225000, 2
hub : 123219, -1565, 20155, 36.08, 154200, 5
hub : 153087, 10484, 20796, 42.57, 160800, 3
hub : 622394, 18328, 9897, 62.37, 151500, 4
hub : 353488, 26024, -794, 35.42, 259500, 4
hub : 280784, 29946, -11854, 52.91, 204000, 5
hub : 314087, 30685, -24683, 47.41, 201000, 2
hub : 514537, 34736, -36109, 38.28, 193200, 2
hub : 125032, 24212, -38184, 33.66, 274800, 4
hub : 804546, 17740, -25822, 55.44, 289500, 4
hub : 354172, 20324, -15007, 65.67, 241200, 5
hub : 278026, 15939, -2285, 49.61, 238200, 4
hub : 730400, -30717, -14904, 47.41, 280200, 2
hub : 455897, -40445, -21713, 58.41, 197700, 4
hub : 368281, -31333, -31364, 62.92, 220500, 5
hub : 939031, -13516, -6429, 36.74, 216000, 2
hub : 289068, -14054, 4606, 37.95, 237600, 5
hub : 877650, -18246, 16769, 38.72, 292500, 3
hub : 768305, -32051, 16157, 54.89, 189600, 3
hub : 530470, -45840, 15547, 40.48, 199800, 2
hub : 305281, -48304, 28980, 41.03, 286500, 4
hub : 568519, -36710, 32804, 35.97, 235200, 4
hub : 465386, -38591, 43055, 59.51, 250500, 3
hub : 595585, -32282, 53691, 44.33, 245100, 3
hub : 591687, -32642, 65306, 43.89, 267900, 4
hub : 872903, -21309, 60539, 53.24, 286200, 2
hub : 859989, -16725, 51187, 39.16, 285300, 4
hub : 337796, -5704, 49913, 65.89, 231300, 5
hub : 343813, -7174, 36682, 45.76, 279600, 3
hub : 357556, 2190, 32742, 40.15, 213300, 2
hub : 100402, 7365, 44892, 58.85, 210600, 5
hub : 583169, 6937, 58702, 60.17, 177900, 3
hub : 316482, 633, 67970, 56.87, 207600, 5
hub : 724355, -9746, 60977, 42.35, 219000, 4
hub : 891973, -15691, 73381, 63.47, 246000, 2
hub : 521872, -3336, 79369, 63.69, 156000, 3
hub : 212813, 7845, 78077, 58.85, 280800, 4
hub : 767111, 13016, 67527, 48.4, 253200, 3
hub : 927938, 25198, 71545, 60.61, 201900, 4
hub : 600934, 35995, 78960, 37.73, 219600, 2
hub : 813783, 45059, 85185, 51.48, 198900, 5
hub : 125188, 51952, 93607, 55.99, 257400, 4
hub : 730013, 61710, 96826, 61.16, 158400, 3
hub : 800737, 68318, 107965, 37.73, 273900, 3
hub : 290119, 78312, 114829, 56.65, 181500, 2
hub : 863425, 67804, 121125, 55.22, 255900, 4
hub : 419991, 71991, 130956, 60.83, 221400, 5
hub : 781146, 63963, 137586, 35.86, 238200, 3
hub : 507682, 59206, 147512, 33.22, 190200, 3
hub : 589813, 49893, 153318, 61.71, 198000, 5
hub : 723345, 41201, 142886, 42.02, 239700, 3
hub : 614783, 49064, 136275, 53.46, 153300, 2
hub : 436983, 54830, 127635, 38.39, 294000, 3
hub : 627527, 55116, 114709, 34.43, 263700, 2
hub : 485377, 46613, 104504, 42.79, 243900, 3
hub : 557893, 38430, 113646, 55.22, 171600, 3
hub : 820434, 30365, 103967, 33.77, 228300, 4
hub : 460412, 23649, 95907, 39.6, 182400, 3
hub : 298999, 29432, 87242, 45.76, 268500, 4
hub : 524182, 16920, 85232, 53.46, 297300, 5
hub : 249445, 7042, 89491, 49.5, 195000, 3
hub : 900224, -904, 96053, 46.42, 221700, 3
hub : 840028, -7778, 106157, 43.78, 185400, 2
hub : 689722, -11120, 116444, 40.92, 271500, 3
hub : 873773, -22470, 110818, 34.54, 210600, 2
hub : 841803, -33485, 111992, 58.63, 298800, 5
hub : 438952, -32328, 123315, 50.6, 252600, 5
hub : 137679, -19586, 125711, 44.77, 177900, 3
hub : 709804, -27136, 136398, 55.66, 277500, 3
hub : 225453, -15669, 135278, 46.64, 285300, 5
hub : 587711, -16283, 147881, 41.8, 193200, 5
hub : 255197, -4876, 148487, 66.0, 175800, 3
hub : 270135, 711, 158298, 60.5, 163200, 4
hub : 366706, 1683, 169842, 33.22, 290400, 5
hub : 841001, 14022, 176372, 47.08, 195600, 2
hub : 380825, 3754, 180374, 41.8, 208800, 2
hub : 832637, -3904, 190816, 40.59, 285900, 4
hub : 489632, 4679, 197168, 62.7, 298500, 4
hub : 368041, 15157, 189269, 61.93, 275100, 5
hub : 550673, 20261, 198612, 33.66, 237000, 2
hub : 679946, 9272, 206745, 49.17, 204000, 3
hub : 862733, 3530, 217255, 57.75, 154800, 5
hub : 132682, 16902, 218203, 62.15, 282600, 5
hub : 947470, 25410, 211789, 56.21, 235800, 3
hub : 594063, 33856, 222889, 45.76, 279300, 2
hub : 692687, 38809, 235766, 42.24, 179400, 3
hub : 568082, 31374, 245906, 42.57, 225000, 5
hub : 472430, 28619, 259556, 62.81, 296100, 2
hub : 116663, 26502, 270046, 58.74, 295800, 3
hub : 874845, 14619, 271100, 43.01, 267000, 5
hub : 850616, 15517, 281765, 36.41, 180000, 2
hub : 230619, 23027, 289046, 42.68, 206100, 5
hub : 978472, 31399, 280487, 45.21, 228600, 4
hub : 154053, 39859, 286749, 54.45, 280200, 2
hub : 173039, 45880, 278689, 65.78, 272100, 4
hub : 356448, 57107, 279485, 39.6, 183600, 4
hub : 288614, 57774, 289521, 61.27, 189000, 4
hub : 854273, 64398, 298553, 50.93, 185400, 5
hub : 908075, 70976, 286762, 38.83, 177300, 2
hub : 998432, 76952, 276050, 52.69, 198000, 3
hub : 872985, 85728, 280896, 51.48, 273000, 4
hub : 920586, 81581, 291675, 56.32, 286500, 2
hub : 895882, 83659, 301977, 63.14, 172800, 2
hub : 701066, 95111, 301267, 44.66, 266700, 2
hub : 391725, 104914, 306678, 50.93, 283800, 2
hub : 872323, 99609, 316389, 57.42, 168300, 4
hub : 660278, 108090, 324908, 53.13, 219000, 2
hub : 866285, 112676, 337489, 60.17, 263400, 4
hub : 781864, 101559, 343371, 61.93, 179700, 3
hub : 272238, 89082, 340449, 55.33, 221100, 5
hub : 896104, 80437, 331610, 56.1, 189000, 2
hub : 194479, 70118, 330786, 38.83, 195900, 2
hub : 914727, 57048, 335615, 37.4, 232200, 3
hub : 707143, 66063, 344670, 59.95, 253500, 3
hub : 963431, 52503, 345631, 61.49, 197400, 5
hub : 169966, 42473, 343468, 42.9, 249000, 4
hub : 405606, 41618, 356317, 37.07, 205200, 4
hub : 426726, 37609, 367315, 46.75, 194100, 4
hub : 240116, 46796, 374115, 54.67, 272100, 3
hub : 408097, 34606, 376857, 48.51, 244500, 4
hub : 239772, 24473, 384637, 35.42, 211500, 5
hub : 408579, 18202, 376544, 39.38, 154800, 5
hub : 927472, 17271, 366557, 40.37, 268800, 5
hub : 126863, 7057, 367463, 59.07, 215700, 4
hub : 377909, -5042, 363114, 44.66, 159300, 2
hub : 887367, -14318, 353960, 51.37, 259200, 3
hub : 536984, -3636, 353107, 61.05, 241200, 5
hub : 133740, -4477, 341936, 41.14, 176400, 4
hub : 552174, 749, 332166, 59.51, 227400, 5
hub : 448494, 5599, 344774, 34.76, 226500, 4
hub : 291413, 16239, 346970, 63.25, 156000, 5
hub : 380624, 20171, 335880, 39.16, 194400, 3
hub : 113151, 20747, 325878, 38.83, 296700, 3
hub : 918858, 30843, 327962, 46.86, 243600, 2
hub : 889422, 40234, 324397, 47.74, 150900, 2
hub : 940493, 42604, 313165, 35.2, 231600, 2
hub : 580627, 29626, 316084, 45.65, 297000, 2
hub : 757632, 26858, 304029, 57.09, 262200, 3
hub : 988249, 16178, 300189, 33.77, 217500, 2
hub : 157774, 6899, 307315, 49.17, 168300, 3
hub : 765180, 2457, 319500, 37.62, 292500, 4
hub : 679646, 13857, 315172, 64.9, 265800, 3
hub : 390568, 9555, 326974, 55.44, 173400, 4
hub : 931027, -24440, 8247, 62.81, 160200, 2
hub : 319754, -38097, 7400, 59.73, 212400, 3
hub : 263387, -43108, -11272, 44.0, 246600, 3
hub : 716634, -52868, -20903, 50.82, 280800, 3
hub : 746503, -60386, -28323, 47.3, 195900, 3
hub : 795948, -55803, 9827, 60.17, 216600, 5
hub : 581313, -58171, 20575, 48.95, 198900, 5
hub : 576986, -60783, 32431, 47.52, 161700, 4
hub : 555807, -73383, 37087, 38.83, 212400, 3
hub : 710086, -66857, 49034, 61.05, 288300, 5
hub : 887252, -54639, 49901, 45.1, 263700, 3
hub : 680992, -46285, 56084, 60.72, 211200, 3
hub : 355279, -51192, 65067, 64.02, 261600, 2
hub : 730717, -44900, 76585, 49.5, 237000, 2
hub : 204520, -34175, 84523, 38.5, 227100, 5
hub : 201162, -31813, 95248, 49.94, 287100, 4
hub : 308015, -42741, 101281, 54.56, 193800, 2
hub : 133964, -50877, 90388, 59.84, 293100, 4
hub : 774736, -56994, 101584, 56.1, 240000, 4
major : 369996, -16551, -21265, 50.6, 157250, 1
major : 353141, -27460, -14625, 57.97, 229250, 1
major : 827815, -31954, -4574, 73.81, 148750, 3
major : 749687, -22453, 5621, 49.06, 221000, 1
major : 836587, -36986, -8946, 75.9, 126250, 3
major : 875405, -33570, 3221, 50.27, 188500, 2
major : 147638, -40132, 3578, 57.97, 224000, 3
major : 296383, -47423, -7468, 62.48, 182500, 3
major : 802234, -59588, -10239, 50.49, 197750, 3
major : 106686, -66546, -13171, 48.4, 136750, 2
major : 377417, -70331, -5368, 58.52, 156500, 2
major : 890106, -77721, -19024, 60.39, 131250, 3
major : 941972, -69867, -21824, 61.82, 196000, 1
major : 577062, -64569, -17965, 65.56, 130500, 2
major : 204346, -81925, -13539, 57.2, 220000, 1
major : 402606, -76889, -31196, 47.74, 167250, 2
major : 338595, -85234, -39783, 55.66, 217500, 2
major : 905959, -93396, -45014, 72.38, 192250, 1
major : 551135, -93850, -30005, 76.89, 132500, 3
major : 466427, -89876, -55490, 66.22, 180500, 2
major : 978651, -78250, -49682, 57.86, 209750, 3
major : 946209, -84151, -52856, 64.35, 142500, 1
major : 537896, -75821, -58834, 52.69, 219000, 2
major : 312872, -70158, -63075, 62.92, 207000, 1
major : 868383, -71942, -69834, 49.72, 145000, 3
major : 931892, -61655, -78297, 45.32, 142500, 1
major : 474683, -60334, -64684, 61.71, 170750, 3
major : 245182, -71771, -80460, 44.77, 137250, 2
major : 183539, -79214, -69794, 50.38, 143500, 2
major : 838119, -76250, -77129, 63.91, 230000, 3
major : 622198, -83262, -81961, 61.71, 195750, 3
major : 574199, -71413, -92035, 44.44, 178500, 1
major : 774721, -76473, -100493, 64.57, 244000, 3
major : 349415, -94775, -86837, 67.65, 187750, 1
major : 320891, -104713, -93146, 65.56, 196250, 2
major : 324480, -104777, -101290, 63.03, 242750, 3
major : 913401, -113097, -97121, 61.6, 222750, 1
major : 694446, -102948, -109438, 56.21, 191750, 3
major : 408848, -110141, -110297, 57.42, 185250, 3
major : 575165, -114885, -118527, 73.7, 173500, 3
major : 581184, -117761, -105938, 67.1, 148000, 2
major : 910477, -117667, -93883, 55.88, 220750, 1
major : 567437, -22273, -22366, 44.22, 224500, 2
major : 665605, -9332, -32862, 71.17, 193500, 2
major : 503288, -20118, -34965, 56.76, 181250, 3
major : 625598, -20775, -40910, 64.13, 151250, 3
major : 708875, -32149, -45830, 54.67, 167250, 1
major : 864628, -27582, -35723, 72.71, 168000, 1
major : 666408, -38962, -44124, 55.22, 125250, 3
major : 335466, -55227, -65645, 71.61, 236250, 1
major : 270198, -60123, -51681, 64.68, 217250, 2
major : 631116, -48841, -51966, 53.9, 144500, 1
major : 525299, -40216, -32785, 46.53, 165250, 3
major : 293100, -34005, -37024, 60.72, 171250, 3
major : 998786, -48564, -38963, 65.12, 204500, 3
major : 177876, -66117, -42684, 67.98, 249250, 1
major : 341318, -73157, -48007, 56.98, 182500, 1
major : 317481, -58849, -42389, 67.65, 145750, 1
major : 647515, -78921, -44624, 62.26, 161500, 1
major : 581957, -73642, -37885, 76.89, 157500, 1
major : 132142, -4310, -38761, 72.93, 219000, 3
major : 743272, -959, -26108, 57.97, 147750, 1
major : 519877, 7785, -31914, 67.43, 220750, 2
major : 822263, 4731, -15719, 57.64, 146500, 2
major : 265775, 11943, -16210, 76.67, 229750, 1
major : 323517, 577, -8274, 69.52, 173000, 1
major : 221422, -2461, -1528, 62.81, 156250, 3
major : 263742, 8578, 5240, 52.8, 178250, 2
major : 872131, 2339, 15955, 58.74, 186500, 3
major : 515726, -5032, 5264, 60.39, 135000, 2
major : 253042, 12951, 8281, 76.89, 127500, 1
major : 269879, 17961, -3855, 62.7, 241250, 3
major : 182968, 21886, -20027, 60.06, 211500, 1
major : 920893, 27199, -17410, 57.42, 185750, 3
major : 860431, 39623, -21909, 59.51, 148250, 3
major : 722535, 18856, -8863, 64.24, 225250, 3
major : 667762, 16666, -20089, 69.52, 185500, 2
major : 202832, 10171, -3636, 57.2, 187000, 2
major : 789015, -26482, -8309, 72.71, 150250, 1
major : 292548, -38173, -19739, 74.91, 158500, 3
major : 395289, -37711, -13907, 74.36, 145750, 3
major : 323706, -45908, -21032, 74.25, 200250, 2
major : 503405, -44551, -26467, 61.27, 176250, 3
major : 748368, -36165, -28378, 70.18, 230750, 3
major : 236284, -33478, -21629, 65.12, 247000, 2
major : 122542, -25933, -27367, 72.93, 198750, 2
major : 909162, -27294, -22328, 54.56, 158000, 3
major : 372397, -12465, 1185, 73.59, 182750, 1
major : 515684, -11430, -11711, 70.95, 212750, 2
major : 429330, -21000, -7632, 68.31, 246250, 3
major : 281250, -25731, 18621, 74.47, 207500, 3
major : 821441, -47479, 9818, 44.88, 240250, 1
major : 814287, -41284, 13084, 70.95, 185250, 3
major : 109353, -40230, 25114, 56.76, 218250, 2
major : 229179, -31096, 27265, 57.64, 174250, 3
major : 396528, -38342, 38505, 52.14, 145750, 2
major : 773006, -47255, 44290, 69.41, 184000, 3
major : 464825, -35385, 49899, 54.23, 226250, 3
major : 127479, -35226, 60123, 52.8, 185500, 2
major : 516285, -3957, 27609, 47.85, 157750, 1
major : 921011, -251, 40504, 44.66, 222500, 2
major : 155668, -24434, 68852, 71.17, 165000, 1
major : 718322, -16375, 10212, 63.14, 197500, 2
major : 220634, -30513, 10370, 58.3, 158250, 2
major : 832096, -28538, 4481, 62.81, 228500, 1
major : 422074, -40580, -1893, 69.3, 169250, 3
major : 817549, -42581, -16919, 70.07, 226500, 2
major : 180976, -50909, -15139, 76.89, 150250, 2
major : 402615, -62075, 5601, 67.1, 191500, 2
major : 985521, -56930, 15968, 60.06, 247750, 2
major : 523041, -51624, 14934, 63.91, 199000, 1
major : 552334, -60586, 11535, 68.97, 131500, 1
major : 810637, -53778, 37427, 69.41, 153750, 1
major : 357821, -65372, 39177, 56.76, 228500, 2
major : 223771, -71332, 45046, 56.21, 179250, 1
major : 912177, -77858, 32825, 63.8, 193500, 1
major : 853552, -76886, 45311, 66.44, 197250, 3
major : 613599, -60453, 47414, 67.21, 229500, 2
major : 985730, -60786, 53869, 68.42, 143000, 1
major : 598557, -69396, 54994, 46.2, 190500, 2
major : 194419, -40614, 70403, 62.48, 198250, 2
major : 515055, -47380, 81971, 51.26, 229250, 2
regional : 973572, -637, -10878, 79.86, 174600, 2
regional : 252824, -2491, -9164, 102.85, 185400, 2
regional : 995455, -5704, -10683, 96.47, 180800, 1
regional : 138324, -3483, -12127, 75.24, 139800, 2
regional : 597415, -8394, -23136, 66.11, 127200, 1
regional : 852331, -19852, -13854, 88.33, 142000, 1
regional : 343894, -17317, -16312, 100.87, 169800, 1
regional : 166551, -20885, -4690, 104.5, 103000, 2
regional : 244642, -24032, -3056, 72.6, 181000, 1
regional : 849531, -22679, -4959, 110.0, 128600, 2
regional : 265244, -23195, -4009, 82.39, 100000, 2
regional : 150682, -23769, -5566, 83.05, 109200, 2
regional : 731989, -37701, -3865, 71.39, 179800, 1
regional : 861580, -36461, -2772, 86.79, 116000, 1
regional : 342450, -33852, -6609, 70.07, 108600, 1
regional : 247418, -32739, -3374, 101.97, 150600, 2
regional : 941541, -50024, 842, 90.09, 167800, 2
regional : 800036, -51033, -12421, 99.33, 131200, 2
regional : 596292, -53436, -9938, 84.37, 186600, 1
regional : 590612, -54476, -6754, 68.2, 184600, 1
regional : 971312, -50269, -10883, 98.89, 166000, 1
regional : 680527, -53174, -8799, 80.41, 100800, 2
regional : 940254, -64130, -3602, 107.47, 144600, 2
regional : 497812, -70262, -15209, 71.94, 167000, 2
regional : 769895, -68164, -13693, 81.73, 153200, 1
regional : 164456, -75465, -15810, 76.45, 115400, 1
regional : 391335, -69050, -12759, 67.98, 111200, 1
regional : 901930, -79951, -9851, 97.79, 164200, 2
regional : 851111, -83964, -8230, 101.53, 165400, 2
regional : 274842, -80561, -6071, 81.07, 105200, 2
regional : 489122, -87070, -19997, 109.01, 125600, 1
regional : 178637, -87622, -18419, 79.42, 176400, 2
regional : 832007, -79988, -25345, 88.0, 175200, 2
regional : 909272, -77971, -27320, 89.32, 139200, 2
regional : 613559, -79219, -36176, 90.09, 173800, 1
regional : 349017, -80234, -41810, 101.97, 168200, 1
regional : 722046, -79794, -37896, 74.36, 185000, 1
regional : 889640, -76808, -40589, 88.33, 100000, 1
regional : 888438, -89322, -36673, 76.01, 138000, 2
regional : 573270, -91356, -39700, 67.65, 133200, 1
regional : 482763, -90161, -42167, 97.02, 110200, 2
regional : 942410, -93540, -38112, 93.5, 163400, 2
regional : 303522, -89920, -49221, 94.82, 135800, 1
regional : 250139, -88819, -47904, 82.17, 116000, 2
regional : 545854, -90580, -47111, 69.52, 144400, 2
regional : 966884, -81119, -56994, 67.98, 153400, 1
regional : 925307, -79963, -57920, 90.42, 169800, 1
regional : 105392, -81548, -59496, 98.78, 110600, 1
regional : 874132, -69279, -58880, 92.18, 187400, 1
regional : 685937, -68895, -56760, 67.43, 132600, 2
regional : 213070, -67986, -55064, 66.77, 133800, 1
regional : 447022, -71172, -54460, 90.64, 190200, 2
regional : 460109, -61535, -66503, 103.07, 120800, 1
regional : 695578, -61939, -69061, 108.02, 142400, 2
regional : 713416, -64120, -70997, 72.49, 128400, 1
regional : 214205, -63294, -72499, 101.97, 140600, 2
regional : 472987, -72854, -72527, 99.0, 123200, 1
regional : 743083, -80419, -83102, 83.27, 172200, 1
regional : 369580, -78651, -79071, 109.78, 106000, 1
regional : 645888, -79895, -89975, 66.88, 191000, 1
regional : 719527, -83102, -107180, 110.0, 151200, 2
regional : 747603, -85795, -105577, 83.38, 123800, 2
regional : 852012, -86767, -108146, 78.65, 132400, 1
regional : 571432, -85107, -106346, 108.46, 107800, 2
regional : 524014, -87230, -105124, 92.95, 116000, 2
regional : 970447, -91277, -118711, 74.58, 146400, 2
regional : 199129, -87572, -118641, 89.32, 139800, 1
regional : 503528, -100424, -119400, 87.23, 105000, 2
regional : 305110, -100632, -116735, 97.13, 171400, 2
regional : 407253, -97581, -112971, 79.97, 173600, 1
regional : 978022, -96825, -115212, 100.43, 149600, 2
regional : 601270, -98326, -130122, 81.4, 188800, 1
regional : 844701, -93803, -129664, 80.63, 127200, 2
regional : 479148, -99671, -129146, 109.34, 102600, 2
regional : 452282, -96033, -132219, 85.47, 108000, 2
regional : 842263, -95821, -129676, 79.97, 122000, 2
regional : 869064, -110173, -119214, 97.35, 146800, 2
regional : 897111, -107109, -119463, 88.99, 143200, 1
regional : 981598, -109116, -121515, 82.72, 193000, 1
regional : 481774, -117603, -130490, 66.55, 115600, 1
regional : 996978, -120168, -124635, 85.58, 113200, 2
regional : 432387, -120229, -127958, 72.93, 176000, 1
regional : 772152, -125302, -118646, 97.46, 177600, 2
regional : 207420, -121113, -115589, 86.57, 152200, 1
regional : 239359, -123062, -117320, 69.52, 105400, 2
regional : 563285, -121014, -118866, 99.99, 111400, 2
regional : 615227, -120510, -105784, 81.4, 164800, 2
regional : 762387, -123415, -106979, 96.25, 108000, 1
regional : 492792, -121303, -107476, 77.22, 184000, 1
regional : 381015, -124442, -107268, 81.18, 158400, 2
regional : 715620, -122871, -105265, 69.19, 179400, 1
regional : 566602, -125694, -96061, 106.7, 195600, 1
regional : 786284, -126505, -97409, 109.01, 122000, 2
regional : 764323, -123034, -99366, 87.45, 145000, 2
regional : 511632, -111527, -89450, 74.14, 148800, 1
regional : 971214, -113105, -88339, 108.24, 161000, 1
regional : 351833, -114649, -89598, 72.82, 194200, 1
regional : 155954, -118066, -79952, 89.87, 133200, 2
regional : 305466, -121670, -77433, 98.67, 121600, 1
regional : 796384, -119031, -75841, 102.19, 133000, 1
regional : 276504, -108626, -71143, 78.98, 130800, 2
regional : 111945, -107662, -77000, 87.45, 187600, 1
regional : 684642, -104179, -75478, 81.95, 154000, 2
regional : 170209, -105773, -77148, 96.69, 189600, 2
regional : 269001, -106631, -84617, 85.91, 106400, 2
regional : 257971, -103820, -81607, 86.24, 183800, 2
regional : 273921, -100616, -98719, 106.26, 102400, 2
regional : 601746, -103780, -101839, 81.95, 128600, 1
regional : 991408, -111854, -110463, 90.42, 156000, 2
regional : 581835, -109447, -112670, 90.97, 154600, 1
regional : 625552, -110905, -112959, 105.16, 122400, 2
regional : 690153, -116974, -98731, 85.36, 196400, 1
regional : 393478, -118697, -97922, 76.45, 150800, 1
regional : 764635, -112390, -98225, 86.35, 172400, 1
regional : 751226, -118955, -99942, 66.77, 153400, 2
regional : 208345, -21561, -28695, 83.49, 126800, 1
regional : 252231, -19452, -25407, 104.06, 185200, 2
regional : 207220, -21522, -26872, 86.46, 140000, 2
regional : 730315, -14498, -41694, 108.9, 140800, 1
regional : 234188, -18149, -42095, 68.86, 153200, 2
regional : 334747, -13865, -37796, 83.82, 174400, 2
regional : 353362, -15244, -40827, 79.31, 104800, 2
regional : 364883, -29641, -43409, 107.8, 146000, 2
regional : 999419, -28502, -41507, 80.41, 112200, 1
regional : 999629, -30239, -51505, 98.89, 114800, 2
regional : 742647, -30903, -50685, 85.36, 106400, 1
regional : 656324, -35257, -51844, 107.58, 171400, 2
regional : 113799, -32257, -51759, 84.59, 160000, 2
regional : 559953, -43643, -54155, 97.68, 137200, 2
regional : 620286, -45759, -60357, 69.74, 133600, 1
regional : 687166, -52528, -55431, 82.06, 137600, 2
regional : 644342, -55923, -55294, 79.97, 166600, 2
regional : 135215, -55895, -58949, 92.84, 100000, 1
regional : 158852, -54240, -60825, 105.93, 196000, 1
regional : 326179, -57702, -59691, 100.1, 107800, 1
regional : 841109, -50259, -45429, 105.93, 111000, 2
regional : 400275, -50150, -46846, 101.09, 128000, 2
regional : 381333, -48656, -47555, 101.31, 111400, 1
regional : 400657, -43597, -39330, 92.51, 127200, 1
regional : 915145, -41593, -39790, 105.49, 131800, 2
regional : 555312, -39077, -36919, 84.48, 140400, 1
regional : 480228, -38645, -39702, 107.14, 170400, 1
regional : 327740, -42498, -37358, 102.96, 122600, 2
regional : 889318, -53408, -38504, 89.65, 121400, 2
regional : 118568, -54041, -36829, 92.4, 164200, 2
regional : 687954, -53568, -35655, 96.03, 101000, 1
regional : 654702, -54656, -35472, 91.52, 181000, 1
regional : 967543, -65405, -38515, 104.28, 140000, 1
regional : 557852, -64240, -39664, 109.45, 189400, 1
regional : 438733, -66413, -39181, 107.36, 121800, 2
regional : 501092, -65598, -49395, 107.91, 106800, 1
regional : 697610, -75946, -48728, 79.09, 165600, 2
regional : 913945, -74138, -47667, 105.6, 189600, 2
regional : 485169, -2176, -32521, 68.53, 198000, 2
