3 948 414
9306 4869 10440 119340 4048
hub : 236746, -10810, -1934, 42.68, 219600, 2
hub : 791154, -20482, -6728, 38.83, 157800, 5
hub : 462333, -30935, -7005, 33.99, 259800, 2
hub : 276137, -29287, 6721, 49.5, 174300, 3
hub : 123017, -35749, 16220, 61.38, 215400, 2
hub : 423264, -26831, 24274, 57.2, 249300, 2
hub : 300711, -15282, 27858, 48.07, 212400, 5
hub : 929981, -3835, 35424, 56.54, 297300, 3
hub : 392293, 5987, 27165, 49.17, 253200, 5
hub : 742394, 17992, 21863, 63.69, 243900, 5
hub : 803351, 27702, 17574, 51.48, 295800, 3
hub : 341364, 29517, 5950, 53.79, 174300, 3
hub : 619237, 31641, -7653, 39.82, 205200, 4
hub : 812578, 43650, -12958, 56.21, 279600, 5
hub : 565660, 52127, -22599, 64.02, 222600, 5
hub : 448705, 52186, -36105, 44.22, 243600, 5
hub : 126721, 62884, -34483, 54.12, 188100, 4
hub : 987186, 74388, -26879, 44.22, 252300, 4
hub : 912563, 87537, -26646, 47.63, 237300, 3
hub : 489009, 80852, -19178, 45.65, 280800, 3
hub : 307687, 90991, -16032, 59.29, 190800, 3
hub : 307348, 103889, -17754, 57.75, 232800, 2
hub : 421506, 101061, -27634, 64.68, 151200, 2
hub : 979230, 109940, -37732, 41.47, 298200, 5
hub : 740009, 111645, -48655, 65.89, 284400, 5
hub : 476708, 123516, -53898, 33.33, 239700, 5
hub : 172588, 129364, -44426, 43.89, 186300, 3
hub : 639932, 124350, -33964, 44.88, 244500, 2
hub : 612041, 127337, -23169, 50.49, 170400, 4
hub : 765762, 116435, -16371, 44.33, 192900, 3
hub : 411422, 127861, -8819, 60.39, 248400, 2
hub : 599858, 124450, 2349, 42.9, 255300, 2
hub : 201828, 113855, 647, 38.94, 225300, 4
hub : 838303, 111730, 13508, 56.32, 248100, 2
hub : 508847, 106733, 23936, 60.28, 269400, 2
hub : 610809, 119510, 27901, 60.94, 296100, 5
hub : 441189, 132725, 28135, 62.04, 279600, 3
hub : 651922, 134732, 15285, 55.99, 263400, 4
hub : 616575, 146795, 13674, 45.21, 185400, 3
hub : 744197, 145029, -17, 59.4, 210000, 3
hub : 474669, 148811, -12017, 60.5, 198900, 5
hub : 181685, 158262, -7436, 46.64, 175500, 4
hub : 240276, 167748, -2839, 63.91, 163800, 4
hub : 333083, 178438, -9373, 47.3, 212100, 5
hub : 455589, 183515, 2547, 59.51, 194400, 3
hub : 191818, 181678, 13662, 34.21, 204600, 3
hub : 231254, 171517, 13392, 55.77, 196800, 4
hub : 539643, 171121, 26177, 38.06, 224700, 2
hub : 612176, 170770, 37499, 37.4, 284400, 2
hub : 425692, 177014, 48025, 55.11, 286500, 4
hub : 893028, 171376, 59274, 45.65, 197100, 3
hub : 917854, 174161, 70083, 45.32, 277800, 2
hub : 795502, 182911, 76092, 58.96, 164100, 5
hub : 122212, 175473, 87025, 45.98, 239100, 5
hub : 489623, 169455, 95872, 44.44, 217500, 4
hub : 627864, 167565, 107313, 64.24, 254400, 5
hub : 338656, 176901, 111838, 64.57, 288300, 3
hub : 648934, 189849, 112067, 52.14, 265800, 3
hub : 430843, 195181, 120704, 63.36, 215700, 3
hub : 831626, 205214, 120882, 37.29, 183900, 4
hub : 640957, 217286, 121095, 49.5, 280500, 3
hub : 373089, 220663, 110381, 65.89, 236100, 3
hub : 935737, 208723, 106560, 56.43, 293100, 5
hub : 387343, 212735, 93832, 41.58, 264300, 2
hub : 973266, 223053, 95584, 47.85, 165900, 2
hub : 849589, 231100, 102851, 53.35, 297000, 3
hub : 511255, 238606, 94613, 43.01, 273300, 3
hub : 646687, 229828, 86543, 35.97, 265200, 5
hub : 701616, 226964, 75821, 63.03, 252900, 5
