5 2115 349
9288 4725 10242 106020 4088
hub : 734107, 10130, -7089, 33.99, 220800, 3
hub : 382908, 21759, -7604, 45.76, 299400, 5
hub : 842812, 31365, -12579, 63.91, 291300, 4
hub : 668125, 27084, -24653, 55.11, 172200, 3
hub : 776603, 38586, -26921, 51.26, 258300, 5
hub : 203313, 47303, -33254, 36.41, 157500, 4
hub : 432043, 53866, -24304, 64.68, 277500, 2
hub : 299729, 54577, -13603, 60.06, 244800, 2
hub : 754343, 49381, -4091, 52.91, 252000, 2
hub : 503083, 51565, 5826, 61.27, 150600, 5
hub : 131966, 42411, 15021, 65.34, 284700, 2
hub : 277557, 56235, 16001, 66.0, 296700, 2
hub : 489960, 66078, 21436, 60.17, 246300, 2
hub : 126247, 73971, 13647, 55.11, 227100, 2
hub : 485941, 71876, 3718, 43.34, 169800, 4
hub : 177322, 69273, -8622, 44.77, 222000, 3
hub : 735711, 60669, -2254, 37.07, 202500, 2
hub : 135801, 19111, 4414, 51.15, 294900, 3
hub : 260665, 7452, 8723, 44.66, 275700, 3
hub : 963345, 17073, 18387, 60.94, 172200, 4
hub : 313326, 4750, 22941, 34.87, 284700, 3
hub : 349676, -2926, 33029, 43.45, 157200, 4
hub : 955677, -12651, 40227, 64.57, 281400, 5
hub : 631293, -23806, 31817, 34.21, 218100, 5
hub : 719963, -13926, 22067, 64.35, 181200, 4
hub : 556205, -24174, 18177, 54.12, 288300, 2
hub : 679627, -23317, 6818, 49.83, 283800, 3
hub : 480228, -27363, -3983, 64.68, 276000, 3
hub : 426796, -39400, -1276, 34.98, 266400, 3
hub : 241695, -40282, -12975, 45.21, 286500, 5
hub : 966461, -35414, -25971, 55.88, 187800, 3
hub : 120197, -27024, -34249, 50.82, 266100, 2
hub : 116614, -26049, -47184, 58.41, 278700, 3
hub : 796316, -36195, -47994, 47.85, 190500, 2
hub : 579470, -38718, -59952, 55.44, 159300, 2
hub : 684574, -37761, -72647, 40.37, 274500, 2
hub : 251822, -36777, -85703, 51.26, 212400, 4
hub : 160998, -48355, -90098, 44.0, 242700, 5
hub : 130419, -54272, -101161, 49.61, 222600, 5
hub : 746841, -44852, -110457, 63.69, 274500, 4
hub : 426894, -33904, -107994, 58.41, 253200, 3
hub : 253534, -32890, -121450, 50.49, 229500, 4
